Age,Attrition,BusinessTravel,DailyRate,Department,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromoffice,JobInvolvement,Job Level,Total Working Years,Retirement,Promotion status,Job satisfaction,Performance Rating
55,Yes,Non-Travel,1382,Research & Development,4,Other,1,4141,3,Male,51,Data Analyst,4,Divorced,16791,24672,6,No,17,3,3,80,1,0,3,12,3,1,0,Close,1 Jobs,Level 2,22 Years,due for retirement,due for promotion,High,Low Ratings
42,Yes,Non-Travel,1164,Human Resources,4,Life Sciences,1,2667,3,Male,85,Research Scientist,4,Married,12232,21878,0,Yes,20,3,3,80,0,5,4,6,8,8,8,Very Far,3 Jobs,Level 1,9 Years,due for retirement,Not due,High,High Ratings
49,No,Travel_Rarely,235,Sales,3,Marketing,1,189,2,Female,33,Data Analyst,1,Married,6531,29544,5,Yes,18,4,1,80,2,5,4,3,1,9,6,Close,2 Jobs,Level 2,10 Years,On service,due for promotion,Medium,Low Ratings
39,No,Travel_Frequently,727,Human Resources,2,Technical Degree,1,288,1,Male,78,Data Analyst,3,Married,4618,27947,9,Yes,24,4,4,80,2,0,4,2,0,3,4,Close,1 Jobs,Level 3,14 Years,due for retirement,due for promotion,High,High Ratings
25,No,Non-Travel,486,Sales,2,Marketing,1,3411,1,Male,59,Support Engineer,3,Single,19823,9158,1,No,13,4,1,80,2,3,4,1,7,8,8,Very Close,1 Jobs,Level 2,24 Years,On service,Not due,Low,High Ratings
42,No,Travel_Rarely,662,Sales,3,Marketing,1,5537,4,Female,53,Support Engineer,2,Divorced,17189,3162,4,No,12,3,4,80,1,1,2,0,9,9,0,Very Far,4 Jobs,Level 5,30 Years,On service,due for promotion,Medium,Low Ratings
47,No,Travel_Rarely,191,Human Resources,4,Life Sciences,1,4206,1,Female,37,Business Analyst,4,Married,16274,12124,0,No,11,4,3,80,1,3,2,5,6,6,7,Close,3 Jobs,Level 2,11 Years,On service,Not due,Medium,High Ratings
41,No,Travel_Rarely,1397,Sales,2,Other,1,3967,1,Female,75,Business Analyst,2,Divorced,8923,20304,1,No,20,4,3,80,0,3,2,15,5,3,7,Very Far,1 Jobs,Level 4,14 Years,due for retirement,due for promotion,Medium,Low Ratings
46,No,Travel_Rarely,187,Sales,3,Medical,1,3772,4,Male,57,Sales Executive,1,Married,13614,23791,2,No,24,3,4,80,3,4,3,2,1,7,8,Very Far,4 Jobs,Level 4,30 Years,due for retirement,Not due,Low,High Ratings
36,Yes,Travel_Rarely,772,Sales,1,Technical Degree,1,3216,1,Female,30,Research Scientist,2,Married,16058,23386,1,No,14,4,3,80,1,0,1,15,8,8,4,Very Close,4 Jobs,Level 3,3 Years,On service,due for promotion,High,Low Ratings
58,Yes,Non-Travel,1083,Research & Development,1,Technical Degree,1,2334,3,Female,71,Business Analyst,3,Single,17009,26135,2,No,16,3,2,80,1,0,1,17,0,5,9,Very Far,3 Jobs,Level 3,29 Years,due for retirement,due for promotion,Medium,Low Ratings
57,No,Non-Travel,1115,Sales,4,Marketing,1,5982,3,Female,77,Data Analyst,3,Single,5738,28449,3,Yes,23,4,2,80,0,1,3,17,9,7,2,Very Close,2 Jobs,Level 3,21 Years,On service,due for promotion,Low,High Ratings
55,Yes,Travel_Rarely,1206,Human Resources,2,Technical Degree,1,4095,3,Female,46,Business Analyst,2,Single,15175,12914,7,Yes,17,4,3,80,1,1,1,1,3,6,5,Close,1 Jobs,Level 5,16 Years,On service,due for promotion,Low,Low Ratings
47,No,Travel_Frequently,116,Research & Development,2,Technical Degree,1,2145,2,Female,94,Software Engineer,4,Divorced,12867,18194,5,No,18,3,1,80,2,0,1,4,6,6,1,Very Close,2 Jobs,Level 5,20 Years,On service,due for promotion,Medium,Low Ratings
58,No,Non-Travel,184,Research & Development,3,Life Sciences,1,2981,3,Male,67,Sales Executive,1,Single,19150,29988,0,Yes,14,4,3,80,1,2,4,14,8,6,9,Close,1 Jobs,Level 2,30 Years,due for retirement,due for promotion,Medium,High Ratings
23,No,Travel_Frequently,1281,Sales,1,Medical,1,211,2,Male,61,Research Scientist,3,Single,5928,13532,5,No,17,3,1,80,2,2,3,13,3,8,8,Very Close,2 Jobs,Level 1,17 Years,On service,Not due,High,Low Ratings
36,No,Travel_Rarely,962,Research & Development,2,Other,1,5608,2,Female,47,Research Scientist,3,Married,11783,12451,0,Yes,10,4,3,80,0,2,4,3,4,0,0,Very Close,1 Jobs,Level 4,5 Years,On service,Not due,High,High Ratings
36,Yes,Non-Travel,1474,Human Resources,2,Medical,1,4997,2,Male,39,Manager,4,Single,17094,19661,4,Yes,12,3,2,80,0,0,2,1,4,1,6,Very Close,1 Jobs,Level 4,26 Years,On service,Not due,Medium,Low Ratings
38,Yes,Travel_Rarely,1482,Human Resources,1,Marketing,1,3107,1,Male,92,Research Scientist,4,Single,6625,29309,5,Yes,11,3,3,80,1,1,1,13,7,0,4,Very Far,4 Jobs,Level 4,7 Years,On service,Not due,High,Low Ratings
35,No,Non-Travel,1416,Human Resources,3,Technical Degree,1,74,3,Male,83,Sales Executive,1,Divorced,14100,27809,4,No,19,4,4,80,2,0,3,15,7,2,8,Very Far,2 Jobs,Level 2,17 Years,On service,Not due,Low,Low Ratings
18,Yes,Non-Travel,441,Research & Development,1,Life Sciences,1,5766,2,Female,35,Software Engineer,4,Married,19345,26742,8,No,12,3,2,80,3,4,4,16,7,7,6,Very Far,1 Jobs,Level 2,20 Years,On service,due for promotion,Medium,High Ratings
35,No,Non-Travel,1444,Research & Development,2,Marketing,1,2829,3,Male,98,Research Scientist,1,Single,14200,10780,8,Yes,11,3,2,80,2,0,3,16,3,4,6,Very Far,4 Jobs,Level 3,22 Years,On service,Not due,High,High Ratings
29,Yes,Travel_Rarely,784,Human Resources,4,Marketing,1,4783,2,Female,45,Manager,4,Divorced,11166,12280,0,Yes,14,4,3,80,3,3,4,12,9,5,5,Close,3 Jobs,Level 1,11 Years,On service,Not due,High,Low Ratings
48,Yes,Non-Travel,611,Research & Development,2,Life Sciences,1,5945,3,Male,73,Sales Executive,3,Divorced,19303,16840,5,No,16,4,4,80,2,0,2,15,1,1,3,Close,1 Jobs,Level 3,12 Years,On service,due for promotion,Medium,High Ratings
43,No,Travel_Rarely,581,Research & Development,1,Life Sciences,1,4247,1,Male,39,Data Analyst,2,Divorced,8429,10925,6,No,22,4,1,80,2,1,3,18,7,1,9,Very Far,3 Jobs,Level 2,25 Years,due for retirement,due for promotion,High,High Ratings
45,Yes,Non-Travel,675,Research & Development,3,Other,1,2822,2,Male,95,HR Executive,2,Single,10934,21912,0,No,19,3,3,80,2,0,3,9,6,4,8,Very Close,3 Jobs,Level 5,27 Years,On service,due for promotion,Low,High Ratings
18,No,Travel_Rarely,580,Sales,2,Other,1,3306,3,Male,97,HR Executive,1,Single,9009,5252,6,No,22,3,1,80,3,0,1,13,3,2,2,Close,1 Jobs,Level 3,24 Years,On service,Not due,Low,High Ratings
53,No,Non-Travel,140,Research & Development,3,Marketing,1,5595,3,Male,65,Data Analyst,3,Married,16453,27165,8,Yes,20,4,1,80,2,1,4,12,9,1,4,Very Close,3 Jobs,Level 2,2 Years,due for retirement,due for promotion,Low,Low Ratings
38,No,Non-Travel,111,Research & Development,1,Medical,1,2146,4,Male,39,Business Analyst,4,Divorced,10713,24219,6,Yes,24,3,1,80,0,5,4,14,0,2,5,Very Far,1 Jobs,Level 2,27 Years,On service,Not due,Low,High Ratings
24,No,Non-Travel,1190,Sales,2,Medical,1,1232,2,Male,90,Research Scientist,3,Married,13679,20565,6,Yes,17,4,2,80,1,1,3,9,0,2,0,Very Far,1 Jobs,Level 5,19 Years,On service,due for promotion,Low,Low Ratings
23,No,Non-Travel,151,Human Resources,1,Technical Degree,1,5353,1,Female,76,Support Engineer,4,Divorced,11196,11859,8,Yes,13,3,4,80,1,4,4,1,6,5,4,Very Far,4 Jobs,Level 5,26 Years,due for retirement,due for promotion,Medium,Low Ratings
51,No,Non-Travel,208,Sales,3,Medical,1,3341,1,Male,90,HR Executive,4,Single,19816,24191,2,Yes,19,4,4,80,0,3,3,17,1,0,6,Very Close,2 Jobs,Level 5,29 Years,due for retirement,Not due,Medium,Low Ratings
42,No,Non-Travel,203,Sales,3,Marketing,1,5867,4,Male,52,Business Analyst,3,Single,4229,14222,7,Yes,13,4,1,80,2,4,4,19,5,3,4,Close,4 Jobs,Level 1,5 Years,On service,due for promotion,Low,High Ratings
56,No,Non-Travel,630,Research & Development,3,Other,1,4392,4,Male,45,HR Executive,1,Single,11133,13651,2,Yes,24,3,4,80,0,0,1,15,0,6,0,Very Close,1 Jobs,Level 2,11 Years,On service,due for promotion,High,High Ratings
18,No,Non-Travel,241,Research & Development,4,Other,1,114,2,Male,57,Data Analyst,3,Divorced,8173,13790,0,Yes,23,4,4,80,3,3,2,15,1,5,4,Very Far,4 Jobs,Level 5,23 Years,On service,due for promotion,High,Low Ratings
18,Yes,Non-Travel,733,Human Resources,4,Life Sciences,1,5087,2,Male,63,Research Scientist,1,Divorced,8463,5886,1,Yes,24,4,3,80,0,5,3,2,9,5,0,Very Close,3 Jobs,Level 1,19 Years,due for retirement,Not due,Low,Low Ratings
32,Yes,Travel_Rarely,894,Human Resources,2,Marketing,1,4260,3,Female,32,Research Scientist,3,Single,2624,11932,4,Yes,20,3,2,80,2,4,4,6,4,0,3,Close,3 Jobs,Level 4,28 Years,due for retirement,due for promotion,Low,Low Ratings
25,No,Travel_Rarely,1494,Human Resources,4,Marketing,1,5442,3,Female,54,Business Analyst,4,Divorced,5742,17927,9,Yes,13,4,1,80,3,2,3,6,9,3,0,Very Far,3 Jobs,Level 4,7 Years,On service,due for promotion,Medium,Low Ratings
49,No,Travel_Rarely,197,Human Resources,2,Medical,1,3196,4,Female,72,Data Analyst,1,Married,9309,11399,7,Yes,21,3,3,80,1,4,2,10,1,6,3,Very Close,3 Jobs,Level 4,21 Years,On service,due for promotion,Medium,Low Ratings
19,No,Travel_Rarely,259,Human Resources,2,Other,1,2457,1,Male,42,Business Analyst,2,Divorced,7177,2691,8,No,20,4,3,80,2,3,2,19,4,9,8,Very Close,1 Jobs,Level 2,26 Years,On service,due for promotion,Medium,Low Ratings
41,No,Travel_Frequently,256,Research & Development,1,Other,1,2949,4,Male,59,Research Scientist,4,Married,10290,2943,4,No,16,3,3,80,3,5,3,0,9,1,5,Very Far,2 Jobs,Level 1,22 Years,On service,due for promotion,Medium,Low Ratings
18,No,Non-Travel,606,Research & Development,1,Medical,1,1840,4,Male,57,Support Engineer,3,Single,12290,3622,4,Yes,14,4,4,80,2,4,1,7,7,6,1,Very Close,3 Jobs,Level 1,6 Years,On service,Not due,Medium,Low Ratings
53,No,Travel_Rarely,1259,Sales,3,Other,1,1963,3,Male,41,Research Scientist,2,Divorced,2670,25919,7,No,11,3,2,80,2,5,1,8,6,4,2,Very Close,4 Jobs,Level 4,11 Years,On service,Not due,Low,Low Ratings
58,No,Travel_Frequently,1464,Human Resources,1,Medical,1,1893,2,Male,34,Sales Executive,2,Married,3077,7634,3,Yes,22,4,2,80,1,4,4,2,9,9,1,Very Close,3 Jobs,Level 3,27 Years,due for retirement,Not due,Medium,High Ratings
54,No,Non-Travel,665,Sales,4,Technical Degree,1,1826,4,Male,50,Support Engineer,2,Divorced,9574,5120,5,Yes,23,3,4,80,3,3,3,2,0,8,0,Close,3 Jobs,Level 4,14 Years,due for retirement,due for promotion,High,High Ratings
34,Yes,Non-Travel,436,Human Resources,4,Other,1,4340,4,Male,96,Business Analyst,4,Single,16793,8588,3,No,18,3,3,80,3,1,3,0,8,3,9,Very Close,4 Jobs,Level 2,28 Years,On service,due for promotion,Low,Low Ratings
28,No,Travel_Frequently,1113,Research & Development,3,Medical,1,4447,4,Female,35,Sales Executive,4,Married,3650,26325,9,No,11,4,2,80,3,2,1,12,4,4,1,Close,4 Jobs,Level 4,4 Years,due for retirement,Not due,Medium,High Ratings
59,No,Travel_Frequently,150,Research & Development,4,Life Sciences,1,3459,4,Male,88,Data Analyst,2,Divorced,17057,6138,6,No,24,4,1,80,2,4,3,8,0,5,1,Very Close,4 Jobs,Level 4,28 Years,On service,due for promotion,Low,High Ratings
45,No,Travel_Frequently,293,Human Resources,1,Life Sciences,1,3536,3,Male,60,Software Engineer,3,Divorced,18614,16300,1,No,17,3,3,80,2,3,2,10,1,3,8,Very Close,4 Jobs,Level 1,8 Years,On service,due for promotion,Medium,High Ratings
20,No,Travel_Frequently,1147,Sales,4,Medical,1,253,1,Male,98,HR Executive,2,Single,8795,9972,2,No,10,4,4,80,3,0,3,1,3,2,0,Very Far,1 Jobs,Level 4,9 Years,On service,Not due,Low,Low Ratings
24,No,Travel_Rarely,140,Sales,1,Other,1,351,3,Female,42,Sales Executive,1,Single,7923,20981,9,No,23,4,2,80,1,2,2,13,7,1,0,Close,3 Jobs,Level 5,2 Years,On service,due for promotion,High,Low Ratings
24,Yes,Travel_Rarely,992,Research & Development,1,Technical Degree,1,2759,3,Male,63,HR Executive,2,Divorced,5025,22815,2,Yes,12,3,1,80,0,3,4,0,3,1,2,Very Far,3 Jobs,Level 5,25 Years,On service,Not due,High,High Ratings
33,Yes,Travel_Frequently,1372,Sales,1,Other,1,4553,1,Male,90,Manager,4,Married,6855,25299,5,Yes,22,3,1,80,2,1,1,11,1,7,8,Very Close,2 Jobs,Level 3,11 Years,On service,due for promotion,Medium,High Ratings
29,No,Travel_Rarely,806,Research & Development,4,Medical,1,458,1,Female,74,Data Analyst,4,Divorced,9991,22242,6,No,17,4,1,80,3,0,2,11,9,8,8,Very Far,3 Jobs,Level 2,28 Years,On service,due for promotion,Medium,High Ratings
31,Yes,Travel_Rarely,857,Research & Development,4,Marketing,1,5845,4,Male,78,Software Engineer,2,Single,7957,12990,8,Yes,23,3,4,80,1,2,4,0,3,0,9,Very Close,2 Jobs,Level 2,20 Years,On service,Not due,High,Low Ratings
24,Yes,Travel_Rarely,1372,Sales,1,Life Sciences,1,480,1,Male,96,Manager,4,Married,16506,13162,1,Yes,16,4,1,80,0,2,2,16,0,9,0,Very Far,2 Jobs,Level 1,22 Years,On service,due for promotion,Medium,High Ratings
18,No,Travel_Rarely,245,Research & Development,4,Life Sciences,1,1115,2,Male,53,Manager,1,Divorced,15309,18627,9,No,19,3,3,80,0,1,4,6,5,4,5,Very Far,1 Jobs,Level 2,30 Years,On service,due for promotion,Low,High Ratings
19,Yes,Travel_Rarely,1000,Research & Development,3,Life Sciences,1,799,3,Male,81,Research Scientist,4,Single,7465,24652,7,No,10,3,2,80,0,5,1,12,9,9,5,Close,1 Jobs,Level 3,7 Years,due for retirement,due for promotion,High,High Ratings
56,No,Travel_Rarely,964,Sales,4,Medical,1,4222,3,Male,99,Manager,4,Married,12602,2477,7,Yes,13,4,4,80,1,3,4,3,7,0,1,Very Close,1 Jobs,Level 5,4 Years,On service,due for promotion,Low,High Ratings
24,No,Travel_Frequently,1041,Research & Development,3,Life Sciences,1,2674,1,Male,86,Data Analyst,3,Single,11647,2880,5,Yes,23,3,3,80,0,2,2,3,6,5,7,Very Close,4 Jobs,Level 1,24 Years,On service,due for promotion,Low,Low Ratings
18,No,Non-Travel,1115,Human Resources,3,Medical,1,3096,4,Male,57,Sales Executive,2,Married,7528,8747,1,Yes,16,3,2,80,1,5,2,4,3,0,5,Very Close,4 Jobs,Level 5,29 Years,On service,due for promotion,Low,Low Ratings
44,No,Travel_Frequently,262,Human Resources,3,Life Sciences,1,27,1,Male,85,Data Analyst,3,Single,10239,7208,8,No,16,3,3,80,0,2,1,12,5,3,4,Very Far,4 Jobs,Level 3,14 Years,due for retirement,due for promotion,Low,Low Ratings
35,No,Non-Travel,130,Human Resources,1,Life Sciences,1,3076,1,Male,35,Sales Executive,2,Divorced,10386,26395,3,No,22,3,1,80,3,2,3,2,3,4,9,Very Far,4 Jobs,Level 1,26 Years,due for retirement,due for promotion,Medium,Low Ratings
32,No,Travel_Rarely,600,Sales,2,Medical,1,2751,2,Female,96,Manager,4,Single,16299,21094,5,Yes,18,3,3,80,0,3,4,0,6,9,8,Very Far,4 Jobs,Level 4,24 Years,On service,due for promotion,Medium,High Ratings
55,No,Travel_Frequently,780,Sales,4,Marketing,1,3271,1,Male,43,Manager,3,Married,13247,26091,9,Yes,18,3,4,80,1,4,3,19,5,4,1,Very Far,4 Jobs,Level 2,1 Years,due for retirement,due for promotion,Medium,High Ratings
54,No,Non-Travel,1442,Sales,2,Technical Degree,1,1748,2,Male,48,Support Engineer,1,Divorced,18030,14037,2,No,22,3,4,80,0,4,4,11,5,5,5,Close,1 Jobs,Level 3,24 Years,On service,due for promotion,Medium,High Ratings
41,No,Travel_Rarely,813,Human Resources,4,Life Sciences,1,1288,2,Female,78,Software Engineer,1,Married,13067,13736,3,Yes,21,4,3,80,2,5,3,9,9,2,1,Very Close,1 Jobs,Level 1,26 Years,On service,due for promotion,High,Low Ratings
36,No,Non-Travel,903,Research & Development,3,Marketing,1,1282,4,Female,88,Sales Executive,4,Single,7209,2408,9,No,18,3,2,80,2,5,1,14,6,0,6,Very Close,3 Jobs,Level 5,30 Years,On service,Not due,Medium,High Ratings
47,No,Travel_Rarely,341,Sales,2,Technical Degree,1,4935,1,Female,96,Manager,4,Married,10679,11303,3,Yes,23,3,3,80,0,2,3,6,6,9,2,Very Close,4 Jobs,Level 1,12 Years,due for retirement,due for promotion,High,Low Ratings
47,No,Travel_Rarely,1372,Research & Development,4,Medical,1,2620,2,Male,41,Research Scientist,4,Married,10151,5340,1,No,14,3,4,80,0,4,2,5,7,8,5,Very Far,4 Jobs,Level 4,19 Years,due for retirement,due for promotion,Low,High Ratings
19,Yes,Non-Travel,564,Sales,2,Medical,1,2064,3,Female,33,Support Engineer,4,Married,17084,10905,9,Yes,17,3,3,80,1,1,1,2,1,1,8,Very Far,3 Jobs,Level 3,5 Years,On service,due for promotion,Low,High Ratings
31,No,Non-Travel,707,Sales,4,Life Sciences,1,2192,2,Male,85,HR Executive,1,Single,19809,25094,8,Yes,22,4,4,80,0,0,4,19,0,6,9,Very Close,3 Jobs,Level 1,30 Years,On service,due for promotion,Low,Low Ratings
49,Yes,Travel_Rarely,974,Sales,2,Life Sciences,1,4650,1,Male,40,Support Engineer,2,Divorced,16449,6699,0,No,21,4,2,80,3,3,4,8,0,7,9,Close,3 Jobs,Level 3,26 Years,On service,due for promotion,High,High Ratings
30,No,Non-Travel,1241,Human Resources,1,Life Sciences,1,5155,3,Male,81,Software Engineer,2,Single,5020,28480,2,No,20,4,1,80,0,0,3,14,7,9,3,Very Close,4 Jobs,Level 3,8 Years,On service,Not due,High,Low Ratings
39,No,Non-Travel,507,Sales,4,Medical,1,4718,3,Female,54,Data Analyst,3,Divorced,12901,21712,1,No,21,4,3,80,0,3,1,16,0,6,4,Very Close,2 Jobs,Level 5,11 Years,On service,due for promotion,Low,Low Ratings
19,Yes,Non-Travel,319,Sales,3,Medical,1,1952,4,Male,49,Software Engineer,1,Married,10883,18604,8,Yes,22,4,3,80,2,2,4,7,7,4,1,Close,4 Jobs,Level 2,22 Years,due for retirement,due for promotion,Medium,Low Ratings
51,No,Travel_Rarely,448,Sales,4,Technical Degree,1,4579,3,Male,89,HR Executive,1,Divorced,6264,2474,2,No,16,4,1,80,1,5,3,18,0,6,3,Very Close,3 Jobs,Level 4,4 Years,On service,due for promotion,Low,Low Ratings
58,No,Travel_Rarely,524,Research & Development,2,Marketing,1,2918,2,Male,47,Support Engineer,3,Divorced,2095,8662,9,No,21,3,2,80,3,5,1,15,3,5,1,Very Close,4 Jobs,Level 1,15 Years,due for retirement,due for promotion,Low,High Ratings
26,No,Travel_Frequently,1007,Human Resources,4,Medical,1,4936,2,Male,39,Sales Executive,1,Single,5679,5342,7,No,17,3,4,80,1,0,1,6,2,7,6,Close,4 Jobs,Level 2,20 Years,due for retirement,due for promotion,Medium,High Ratings
31,No,Non-Travel,1356,Sales,4,Marketing,1,608,2,Female,75,Data Analyst,4,Divorced,5346,5119,2,Yes,18,3,1,80,2,1,4,6,4,7,1,Very Close,3 Jobs,Level 5,12 Years,On service,due for promotion,High,Low Ratings
35,Yes,Travel_Rarely,143,Sales,1,Other,1,4094,1,Male,45,Data Analyst,1,Divorced,3760,21664,1,No,11,4,3,80,0,1,4,3,4,5,5,Close,4 Jobs,Level 2,20 Years,On service,Not due,High,High Ratings
52,No,Travel_Rarely,656,Research & Development,2,Other,1,4804,4,Male,38,Sales Executive,4,Divorced,9706,10799,4,Yes,16,4,1,80,1,1,4,12,9,6,3,Very Far,3 Jobs,Level 3,22 Years,On service,due for promotion,High,High Ratings
49,No,Travel_Rarely,331,Research & Development,1,Life Sciences,1,3405,3,Female,34,Business Analyst,1,Married,19059,12799,1,Yes,17,3,1,80,3,2,4,5,5,8,8,Very Close,1 Jobs,Level 3,23 Years,On service,due for promotion,Medium,Low Ratings
53,Yes,Travel_Rarely,701,Sales,2,Technical Degree,1,5857,1,Male,92,Business Analyst,4,Divorced,12385,25241,7,No,19,3,1,80,2,2,1,14,7,4,0,Very Far,4 Jobs,Level 4,29 Years,due for retirement,due for promotion,Low,High Ratings
22,No,Travel_Rarely,439,Research & Development,1,Marketing,1,3942,1,Female,74,Software Engineer,3,Married,5355,13012,8,No,20,4,3,80,2,1,1,12,1,2,4,Very Close,2 Jobs,Level 1,21 Years,On service,due for promotion,High,Low Ratings
51,No,Travel_Rarely,977,Sales,1,Marketing,1,4853,2,Female,95,Manager,1,Divorced,13173,20454,1,Yes,22,4,1,80,2,0,2,9,6,8,6,Very Close,3 Jobs,Level 1,10 Years,On service,due for promotion,High,Low Ratings
32,Yes,Travel_Rarely,346,Sales,2,Other,1,5894,3,Female,42,Business Analyst,4,Single,10614,6560,4,Yes,11,3,3,80,0,3,3,9,1,1,8,Very Close,2 Jobs,Level 5,30 Years,due for retirement,Not due,Medium,Low Ratings
18,No,Travel_Rarely,807,Research & Development,1,Life Sciences,1,4507,3,Female,88,Software Engineer,1,Divorced,7749,6437,5,Yes,10,4,3,80,1,5,2,19,7,4,0,Very Far,1 Jobs,Level 4,24 Years,On service,due for promotion,Medium,Low Ratings
51,Yes,Travel_Rarely,1490,Sales,2,Technical Degree,1,204,2,Male,74,Business Analyst,1,Married,7593,4631,8,No,16,3,1,80,2,3,2,10,6,3,4,Close,1 Jobs,Level 1,16 Years,On service,due for promotion,Low,High Ratings
57,Yes,Travel_Frequently,232,Research & Development,1,Marketing,1,340,2,Male,95,HR Executive,2,Divorced,18241,6886,3,No,17,3,2,80,0,5,3,4,5,6,9,Very Close,4 Jobs,Level 3,23 Years,On service,due for promotion,High,Low Ratings
43,No,Non-Travel,1318,Sales,2,Marketing,1,838,4,Male,63,Research Scientist,3,Single,9758,6653,6,Yes,11,4,2,80,0,4,4,3,3,3,0,Very Close,4 Jobs,Level 4,8 Years,On service,due for promotion,Low,High Ratings
19,No,Non-Travel,485,Human Resources,4,Other,1,4360,2,Male,34,Manager,2,Single,2006,28878,8,Yes,17,4,2,80,2,1,2,0,2,9,1,Very Far,4 Jobs,Level 2,20 Years,On service,due for promotion,Low,Low Ratings
36,Yes,Travel_Frequently,1368,Research & Development,4,Technical Degree,1,388,3,Male,44,Software Engineer,3,Single,17036,16371,4,No,21,3,4,80,1,0,1,16,4,4,8,Close,4 Jobs,Level 4,8 Years,On service,Not due,Low,Low Ratings
52,No,Non-Travel,1343,Sales,1,Other,1,4153,2,Male,85,Research Scientist,2,Divorced,11577,22353,9,Yes,12,4,4,80,1,2,4,2,1,7,8,Very Close,3 Jobs,Level 4,29 Years,On service,due for promotion,High,Low Ratings
43,No,Non-Travel,1337,Human Resources,4,Medical,1,4823,3,Female,83,Research Scientist,4,Single,12700,23116,0,No,12,4,2,80,3,1,3,10,9,7,8,Very Far,3 Jobs,Level 1,6 Years,On service,due for promotion,Medium,Low Ratings
56,Yes,Travel_Rarely,266,Human Resources,1,Medical,1,2577,1,Male,30,Support Engineer,1,Married,16323,10786,6,Yes,21,4,3,80,3,4,2,9,5,5,6,Very Close,4 Jobs,Level 5,3 Years,On service,due for promotion,Low,High Ratings
20,No,Non-Travel,700,Sales,3,Technical Degree,1,3784,3,Male,33,Business Analyst,3,Single,15332,19662,1,No,13,3,4,80,0,1,4,19,8,4,9,Very Far,3 Jobs,Level 5,29 Years,On service,due for promotion,Low,Low Ratings
56,No,Travel_Frequently,1428,Human Resources,4,Technical Degree,1,3024,3,Male,33,Support Engineer,2,Single,13064,20614,8,Yes,16,3,2,80,3,4,3,6,8,9,1,Very Far,1 Jobs,Level 1,8 Years,due for retirement,due for promotion,Low,High Ratings
30,No,Travel_Frequently,464,Research & Development,1,Other,1,3427,4,Male,88,Sales Executive,4,Single,15025,21685,5,Yes,18,3,4,80,1,4,1,2,6,7,4,Very Close,3 Jobs,Level 1,29 Years,On service,due for promotion,Medium,Low Ratings
39,No,Non-Travel,903,Sales,4,Technical Degree,1,3384,3,Female,60,HR Executive,1,Divorced,13502,22295,0,Yes,24,3,4,80,3,2,4,17,3,8,7,Close,1 Jobs,Level 1,23 Years,On service,due for promotion,Medium,High Ratings
